
id,content_name,is_ott,분류코드,개봉일,감독_및_PD,시청자수,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
354,8 DaysÂ,N,DRAMA_WORK_LAWFIRM,2014-10-20,Jaco Booyens,60932,Theater,1,90,"Nicole Smolen, Sebastian Aguilar",USA,English,15세,A film titled 8 DaysÂ.,NA,NA,NA,"Drama, Thriller"
355,The Last GodfatherÂ,N,DRAMA_MYST_CRIME,2010-06-01,Hyung-rae Shim,32656,영화관,1,100,"Jason Mewes, Stephanie Danielson",South Korea,English,15세,mafia mafia boss mafiosi,NA,NA,NA,Comedy
356,A Monster in ParisÂ,N,DRAMA_WORK_FOOD,2011-12-26,Bibo Bergeron,35546,영화관,1,90,"Adam Goldberg, Bob Balaban",France,French,12세,belle epoque city name in title monster,NA,NA,NA,"Adventure, Animation, Comedy"
357,The RunawaysÂ,N,DRAMA_ROM_SECONDCHANCE,2010-12-06,Floria Sigismondi,81347,Theater,1,106,"Kristen Stewart, Scout Taylor-Compton",USA,English,19금,band box office flop critically bashed,NA,NA,NA,"Biography, Drama, Music"
358,The MechanicÂ,N,MOVIE_ANIME_ADVENTURE,2011-06-23,Simon West,228331,Theater,1,93,"Jason Statham, Tony Goldwyn",USA,English,19금,apprentice disobeying orders gas station,NA,NA,NA,"Action, Crime, Thriller"
359,Fantastic FourÂ,N,MOVIE_ACTION_MARTIALARTS,2015-11-15,Josh Trank,196550,Theater,1,100,"Tim Blake Nelson, Reg E. Cathey",USA,English,15세,box office flop critically bashed portal,NA,NA,NA,"Action, Adventure, Sci-Fi"
360,Red Riding HoodÂ,N,KVARIETY_102,2011-12-11,Catherine Hardwicke,130105,Theater,1,100,"Gary Oldman, Billy Burke",USA,English,15세,death forest love,NA,NA,NA,"Fantasy, Horror, Mystery"
361,No VacancyÂ,N,KDRAMA_037,2012-03-03,Chris Stokes,43595,Theater,1,81,"Kristen Quintrall, Rachel Sterling",USA,English,19금,motel psychopath psychopathic killer,NA,NA,NA,Horror
362,The Young and Prodigious T.S. SpivetÂ,N,MOVIE_DOC_TRAVEL,2013-12-05,Jean-Pierre Jeunet,17061,영화관,1,105,"Callum Rennie, Julian Richings",France,English,12세,3 dimensional cartographer punctuation in title,NA,NA,NA,"Action, Adventure, Drama"
363,One DayÂ,N,KVARIETY_084,2011-02-25,Lone Scherfig,160419,Theater,1,107,"Anne Hathaway, Jim Sturgess",USA,English,15세,23 year time span accidental death best friend,NA,NA,NA,"Drama, Romance"
364,A Lego BrickumentaryÂ,N,KVARIETY_051,2014-12-09,Kief Davidson,80598,영화관,1,93,"G.W. Krauss, Brian Whitaker",Denmark,English,전체,artist denmark lego,NA,NA,NA,Documentary
365,Atlas Shrugged II: The StrikeÂ,N,DRAMA_MYST_CRIME,2012-09-25,John Putch,96863,Theater,1,111,"Robert Picardo, Diedrich Bader",USA,English,15세,box office flop critically bashed government,NA,NA,NA,"Drama, Mystery, Sci-Fi"
366,Kung Fu Panda 2Â,N,KVARIETY_162,2011-11-28,Jennifer Yuh Nelson,313142,Theater,1,90,"Angelina Jolie Pitt, Gary Oldman",USA,English,12세,china kung fu panda,NA,NA,NA,"Action, Adventure, Animation"
367,What's Your Number?Â,N,MOVIE_MUSIC_CLASSICAL,2011-03-08,Mark Mylod,72072,Theater,1,117,"Chris Evans, Ari Graynor",USA,English,19금,ex boyfriend morning after prince charming,NA,NA,NA,"Comedy, Romance"
368,The Jungle BookÂ,N,KVARIETY_189,2016-10-06,Jon Favreau,123876,영화관,1,106,"Scarlett Johansson, Bill Murray",UK,English,12세,fire jungle remake,NA,NA,NA,"Adventure, Drama, Family"
369,Django UnchainedÂ,N,KVARIETY_122,2012-04-06,Quentin Tarantino,1432155,Theater,1,165,"Leonardo DiCaprio, Christoph Waltz",USA,English,19금,dynamite historically inaccurate ku klux klan,NA,NA,NA,"Drama, Western"
370,BurnÂ,N,MOVIE_COM_SLAPSTICK,2012-02-18,Tom Putnam,89850,Theater,1,86,"Brendan Doogie Milewski, Donald Austin",USA,English,전체,abandoned building detroit michigan firefighter,NA,NA,NA,Documentary
371,The Sound and the ShadowÂ,N,KVARIETY_052,2014-02-02,Justin Paul Miller,14771,Theater,1,90,"Mary Kate Wiles, Jennifer Landa",USA,English,19금,A film titled The Sound and the ShadowÂ.,NA,NA,NA,"Comedy, Mystery, Thriller"
372,UnknownÂ,N,KDRAMA_005,2011-06-28,Jaume Collet-Serra,305708,영화관,1,113,"Liam Neeson, Frank Langella",UK,English,15세,agriculture airport amnesia,NA,NA,NA,"Action, Mystery, Thriller"
373,StitchesÂ,N,DRAMA_MEDICAL_SURGERY,2012-10-24,Conor McMahon,90589,영화관,1,86,"Peter McQuinn, Tommy Knight",Ireland,English,19금,cat killer death of animal high heels,NA,NA,NA,"Comedy, Horror"
374,Seven PsychopathsÂ,N,KVARIETY_058,2012-05-10,Martin McDonagh,301238,영화관,1,110,"Abbie Cornish, Gabourey Sidibe",UK,English,19금,dognapping gangster misfiring gun,NA,NA,NA,"Comedy, Crime"
375,Coffee TownÂ,N,DRAMA_FAM_STEPFAMILY,2013-10-17,Brad Copeland,64949,Theater,1,87,"Sunil Narkar, Ben Schwartz",USA,English,전체,barista coffee coffee shop,NA,NA,NA,Comedy
376,The SignalÂ,N,MOVIE_THR_MEDICAL,2014-05-08,William Eubank,92650,Theater,1,97,"Lin Shaye, Olivia Cooke",USA,English,15세,computer hacker girlfriend in a coma nosebleed,NA,NA,NA,"Sci-Fi, Thriller"
377,FasterÂ,N,MOVIE_THR_GEN,2010-02-04,George Tillman Jr.,151533,Theater,1,98,"Dwayne Johnson, Tom Berenger",USA,English,19금,gun prison reference to god,NA,NA,NA,"Action, Crime, Drama"
378,UnstoppableÂ,N,KDRAMA_090,2010-08-13,Tony Scott,259017,Theater,1,98,"Denzel Washington, Rosario Dawson",USA,English,15세,freight train race against time runaway train,NA,NA,NA,"Action, Thriller"
379,RiddickÂ,N,KVARIETY_118,2013-04-01,David Twohy,184413,Theater,1,127,"Vin Diesel, Nolan Gerard Funk",USA,English,19금,alien left for dead mercenary,NA,NA,NA,"Action, Sci-Fi, Thriller"
380,Beasts of the Southern WildÂ,N,DRAMA_SOC_POLITICS,2012-06-21,Benh Zeitlin,136988,Theater,1,93,"QuvenzhanÃ© Wallis, Gina Montana",USA,English,15세,auroch community hospital,NA,NA,NA,"Drama, Fantasy"
381,RamanujanÂ,N,KDRAMA_046,2014-06-27,Gnana Rajasekaran,78334,영화관,1,153,"Mani Bharathi, Michael Lieber",India,English,전체,ramanujan,NA,NA,NA,"Biography, Drama, History"
382,Space DogsÂ,N,KVARIETY_037,2010-02-25,Inna Evlannikova,73583,영화관,1,85,"Sergey Garmash, Evgeniy Mironov",Russia,Russian,전체,dog flea meteor,NA,NA,NA,"Adventure, Animation, Comedy"
383,Always WoodstockÂ,N,MOVIE_MYST_CONSPIRACY,2014-08-01,Rita Merson,38967,Theater,1,97,"Ryan Guzman, James Wolk",USA,English,전체,claim in title contraction in title new york,NA,NA,NA,"Comedy, Music, Romance"
384,ArgoÂ,N,DRAMA_SCHOOL_BULLYING,2012-02-14,Ben Affleck,710759,Theater,1,130,"Clea DuVall, Scoot McNairy",USA,English,19금,1970s cia f word,NA,NA,NA,"Biography, Drama, History"
385,FreakonomicsÂ,N,DRAMA_ACTION_ASSASSIN,2010-09-01,Heidi Ewing,76342,Theater,1,93,"Greg Crowe, James Ransone",USA,English,15세,cheating economics experiment,NA,NA,NA,Documentary
386,The CallingÂ,N,DRAMA_ROM_MARRIED,2014-02-15,Jason Stone,49415,Theater,1,108,"Topher Grace, Ellen Burstyn",USA,English,19금,bouquet house fire praying,NA,NA,NA,Thriller
387,Zoolander 2Â,N,KVARIETY_118,2016-03-06,Ben Stiller,57893,Theater,1,102,"Milla Jovovich, Will Ferrell",USA,English,15세,chosen one fashion fashion model,NA,NA,NA,Comedy
388,There Be DragonsÂ,N,KDRAMA_021,2011-05-20,Roland JoffÃ©,74468,영화관,1,102,"Jordi MollÃ , Dougray Scott",Spain,English,15세,dying forgiveness saint,NA,NA,NA,"Biography, Drama, War"
389,Loose CannonsÂ,N,MOVIE_ROM_NOONA,2010-08-01,Ferzan Ozpetek,94057,영화관,1,110,"Riccardo Scamarcio, Alessandro Preziosi",Italy,Italian,전체,gay gay friend grandmother grandson relationship,NA,NA,NA,"Comedy, Drama, Romance"
390,Source CodeÂ,N,KVARIETY_017,2011-09-27,Duncan Jones,669028,Theater,1,93,"Jake Gyllenhaal, Cas Anvar",USA,English,15세,bomber time time loop,NA,NA,NA,"Mystery, Sci-Fi, Thriller"
391,Shark Night 3DÂ,N,KDRAMA_007,2011-04-21,David R. Ellis,23507,Theater,1,90,"Chris Zylka, Joel David Moore",USA,English,15세,lake louisiana redneck,NA,NA,NA,"Horror, Thriller"
392,ViyÂ,N,MOVIE_COM_DARK,2014-03-14,Oleg Stepchenko,34695,영화관,1,107,"Jason Flemyng, Igor Jijikine",Russia,Russian,전체,cartographer creature foreign language adaptation,NA,NA,NA,"Adventure, Fantasy, Mystery"
393,The DescendantsÂ,N,KVARIETY_060,2011-03-01,Alexander Payne,252488,Theater,1,115,"Shailene Woodley, Nick Krause",USA,English,19금,boating accident daughters father daughter relationship,NA,NA,NA,"Comedy, Drama"
394,Killer EliteÂ,N,KVARIETY_041,2011-07-03,Gary McKendry,125191,영화관,1,116,"Jason Statham, Robert De Niro",UK,English,19금,australia death mentor,NA,NA,NA,"Action, Crime, Thriller"
395,Griff the InvisibleÂ,N,KVARIETY_181,2010-08-01,Leon Ford,63897,영화관,1,90,"Maeve Dermody, Patrick Brammall",Australia,English,15세,alter ego awkwardness office,NA,NA,NA,"Comedy, Drama, Romance"
396,Florence Foster JenkinsÂ,N,MOVIE_SPORTS_BASKETBALL,2016-12-02,Stephen Frears,11048,영화관,1,110,"Meryl Streep, Nina Arianda",UK,English,15세,heiress opera singer platonic marriage,NA,NA,NA,"Biography, Comedy, Drama"
397,SabotageÂ,N,MOVIE_CRIME_DETECTIVE,2014-06-17,David Ayer,76573,Theater,1,109,"Mireille Enos, Martin Donovan",USA,English,19금,dea drug cartel kicked in the crotch,NA,NA,NA,"Action, Crime, Drama"
398,Big EyesÂ,N,KDRAMA_001,2014-04-14,Tim Burton,69438,Theater,1,106,"Christoph Waltz, Danny Huston",USA,English,15세,1950s abusive husband artist,NA,NA,NA,"Biography, Crime, Drama"
399,Windsor DriveÂ,N,KVARIETY_044,2015-01-15,Natalie Bible',40592,Theater,1,90,"Tommy O'Reilly, Samaire Armstrong",USA,English,전체,A film titled Windsor DriveÂ.,NA,NA,NA,"Mystery, Thriller"
400,Some Guy Who Kills PeopleÂ,N,MOVIE_SPORTS_FISHING,2011-05-21,Jack Perez,59995,Theater,1,97,"Kevin Corrigan, Barry Bostwick",USA,English,19금,A film titled Some Guy Who Kills PeopleÂ.,NA,NA,NA,"Comedy, Crime, Drama"
401,GoosebumpsÂ,N,KDRAMA_077,2015-04-02,Rob Letterman,63476,Theater,1,103,"Odeya Rush, Dylan Minnette",USA,English,12세,based on book blob ferris wheel,NA,NA,NA,"Adventure, Comedy, Family"
402,The WatchÂ,N,MOVIE_FAM_MARRIAGE,2012-10-16,Akiva Schaffer,163959,Theater,1,102,"Will Forte, Nicholas Braun",USA,English,19금,alien escape manager,NA,NA,NA,"Action, Comedy, Sci-Fi"
403,Mi AmericaÂ,N,DRAMA_WORK_IT,2015-03-24,Robert Fontaine,90529,Theater,1,125,"Michael Derek, Arturo Castro",USA,English,19금,A film titled Mi AmericaÂ.,NA,NA,NA,"Crime, Drama"
404,The Odd Life of Timothy GreenÂ,N,MOVIE_MYST_DUALTIMELINE,2012-01-05,Peter Hedges,51937,Theater,1,105,"Jennifer Garner, Odeya Rush",USA,English,12세,dodgeball portrait soccer,NA,NA,NA,"Comedy, Drama, Family"
405,Here Comes the BoomÂ,N,MOVIE_FAM_GEN,2012-01-13,Frank Coraci,113148,Theater,1,105,"Salma Hayek, Reggie Lee",USA,English,12세,claim in title high school mixed martial arts,NA,NA,NA,"Action, Comedy, Sport"
406,47 RoninÂ,N,DRAMA_HORROR_BODYHORROR,2013-12-04,Carl Rinsch,169766,Theater,1,128,"Keanu Reeves, Cary-Hiroyuki Tagawa",USA,English,15세,box office flop ronin samurai,NA,NA,NA,"Action, Adventure, Drama"
407,One Direction: This Is UsÂ,N,KDRAMA_015,2013-05-14,Morgan Spurlock,77383,Theater,1,106,"Harry Styles, Zayn Malik",USA,English,12세,3 dimensional concert footage englishman abroad,NA,NA,NA,"Documentary, Music"
408,UnnaturalÂ,N,KDRAMA_090,2015-12-08,Hank Braxtan,77213,Theater,1,89,"Q'orianka Kilcher, Gregory Cruz",USA,English,19금,alaska climate change global,NA,NA,NA,"Action, Horror, Thriller"
409,Bullet to the HeadÂ,N,DRAMA_FANTASY_FOLKLORE,2012-04-28,Walter Hill,72679,Theater,1,92,"Sylvester Stallone, Jason Momoa",USA,English,19금,bar bullet corruption,NA,NA,NA,"Action, Thriller"
410,The GamblerÂ,N,KVARIETY_062,2014-01-11,Rupert Wyatt,82407,Theater,1,111,"George Kennedy, Cjon Saulsberry",USA,English,19금,dog gambler gambling,NA,NA,NA,"Crime, Drama, Thriller"
411,HomeÂ,N,DRAMA_MYST_HISTORICAL,2015-03-21,Tim Johnson,102373,Theater,1,94,"Jim Parsons, Matt Jones",USA,English,12세,alien friendship alien invasion australia,NA,NA,NA,"Adventure, Animation, Comedy"
412,"McFarland, USAÂ",N,KVARIETY_028,2015-08-18,Niki Caro,74267,Theater,1,129,"Morgan Saylor, Valente Rodriguez",USA,English,12세,coach high school place name in title,NA,NA,NA,"Biography, Drama, Sport"
413,Green RoomÂ,N,MOVIE_CRIME_DETECTIVE,2015-06-03,Jeremy Saulnier,44391,Theater,1,95,"Alia Shawkat, Mark Webber",USA,English,19금,murder neo nazi punk band,NA,NA,NA,"Crime, Horror, Music"
414,Happy Feet 2Â,N,MOVIE_ACTION_GEN,2011-12-17,George Miller,54938,영화관,1,100,"Robin Williams, Brad Pitt",Australia,English,12세,3d antarctica krill,NA,NA,NA,"Animation, Comedy, Family"
415,Butterfly GirlÂ,N,DRAMA_ROM_OFFICE,2014-05-18,Cary Bell,52365,Theater,1,78,"Abigail Evans, Stacie Evans",USA,English,전체,A film titled Butterfly GirlÂ.,NA,NA,NA,Documentary
416,Silent Hill: Revelation 3DÂ,N,MOVIE_ROM_COMEDY,2012-09-27,Michael J. Bassett,81427,영화관,1,95,"Radha Mitchell, Deborah Kara Unger",France,English,19금,18th birthday alternate reality introduction,NA,NA,NA,"Adventure, Drama, Horror"
417,Light from the DarkroomÂ,N,DRAMA_ACTION_CAR,2014-12-07,Lance McDaniel,14070,Theater,1,90,"Russell Wong, Steven Michael Quezada",USA,English,15세,china faith panama,NA,NA,NA,"Action, Drama, Thriller"
418,Sin City: A Dame to Kill ForÂ,N,MOVIE_FANTASY_FOLKLORE,2014-05-13,Frank Miller,185914,Theater,1,102,"Joseph Gordon-Levitt, Bruce Willis",USA,English,19금,box office flop female frontal nudity female rear nudity,NA,NA,NA,"Action, Crime, Thriller"
419,Machete KillsÂ,N,DRAMA_CRIME_CORRUPTION,2013-11-20,Robert Rodriguez,77530,영화관,1,107,"Alexa PenaVega, DemiÃ¡n Bichir",Russia,English,19금,arms dealer battle bomb,NA,NA,NA,"Action, Comedy, Crime"
420,The Ridiculous 6Â,N,KVARIETY_008,2015-07-19,Frank Coraci,93222,Theater,1,119,"Taylor Lautner, Adam Sandler",USA,English,15세,apache bank robbery baseball,NA,NA,NA,"Comedy, Western"
421,Wild CardÂ,N,KDRAMA_027,2015-09-17,Simon West,81019,Theater,1,92,"Jason Statham, Michael Angarano",USA,English,19금,bodyguard criminal gambling,NA,NA,NA,"Action, Crime, Drama"
422,Baggage ClaimÂ,N,MOVIE_ACTION_HISTORICAL,2013-10-10,David E. Talbert,52737,Theater,1,96,"Djimon Hounsou, Christina Milian",USA,English,15세,woman wearing only a man's shirt,NA,NA,NA,Comedy
423,My Lucky StarÂ,N,MOVIE_THR_POLICE,2013-01-22,Dennie Gordon,48747,영화관,1,114,"Leehom Wang, Ruby Lin",China,Chinese,전체,A film titled My Lucky StarÂ.,NA,NA,NA,"Action, Adventure, Comedy"
424,NightcrawlerÂ,N,MOVIE_ACTION_POLICE,2014-04-04,Dan Gilroy,324365,Theater,1,117,"Jake Gyllenhaal, Michael Papajohn",USA,English,19금,employer employee relationship ethics journalism,NA,NA,NA,"Crime, Drama, Thriller"
425,The Big YearÂ,N,MOVIE_THR_PSYCHO,2011-07-23,David Frankel,77289,Theater,1,100,"Joel McHale, Kevin Pollak",USA,English,12세,alaska birding competition,NA,NA,NA,Comedy
426,Edge of DarknessÂ,N,KVARIETY_191,2010-11-08,Martin Campbell,138882,영화관,1,117,"Bojana Novakovic, Ray Winstone",UK,English,19금,activist detective father daughter relationship,NA,NA,NA,"Crime, Drama, Mystery"
427,3Â,N,KDRAMA_048,2010-08-18,Tom Tykwer,53122,영화관,1,119,"Devid Striesow, Sebastian Schipper",Germany,German,전체,female nudity full frontal female nudity male frontal nudity,NA,NA,NA,"Comedy, Drama, Romance"
428,Another EarthÂ,N,DRAMA_WORK_ENGINEERING,2011-07-28,Mike Cahill,119184,Theater,1,92,"Robin Lord Taylor, William Mapother",USA,English,15세,duplicate earth janitor planet,NA,NA,NA,"Drama, Romance, Sci-Fi"
429,The Bourne LegacyÂ,N,KVARIETY_084,2012-04-22,Tony Gilroy,242755,Theater,1,135,"Jeremy Renner, Scott Glenn",USA,English,15세,assassin cia drone,NA,NA,NA,"Action, Adventure, Thriller"
430,"Crazy, Stupid, Love.Â",N,MOVIE_ROM_BL,2011-06-05,Glenn Ficarra,456600,Theater,1,118,"Ryan Gosling, Emma Stone",USA,English,15세,bar divorce friend,NA,NA,NA,"Comedy, Drama, Romance"
431,Xi you ji zhi: Sun Wukong san da Baigu JingÂ,N,MOVIE_MUSIC_CLASSICAL,2016-11-23,Pou-Soi Cheang,37714,영화관,1,119,"Li Gong, Aaron Kwok",China,English,전체,buddhism demon journey to the west,NA,NA,NA,"Action, Adventure, Fantasy"
432,HesherÂ,N,DRAMA_SCHOOL_SUPERNATURAL,2010-09-18,Spencer Susser,76192,Theater,1,106,"Joseph Gordon-Levitt, Natalie Portman",USA,English,19금,bully car car accident,NA,NA,NA,Drama
433,The Perfect MatchÂ,N,KVARIETY_035,2016-05-08,Bille Woodruff,81614,Theater,1,96,"Donald Faison, Brandy Norwood",USA,English,19금,A film titled The Perfect MatchÂ.,NA,NA,NA,"Comedy, Romance"
434,Jungle ShuffleÂ,N,MOVIE_CRIME_SERIAL,2014-09-15,Taedong Park,45856,영화관,1,85,"Drake Bell, Tom Arnold",South Korea,English,전체,A film titled Jungle ShuffleÂ.,NA,NA,NA,"Adventure, Animation"
435,PrisonersÂ,N,KVARIETY_089,2013-08-10,Denis Villeneuve,682204,Theater,1,153,"Hugh Jackman, Jake Gyllenhaal",USA,English,19금,child abduction detective investigation,NA,NA,NA,"Crime, Drama, Mystery"
436,The CampaignÂ,N,MOVIE_COM_WORK,2012-05-11,Jay Roach,155369,Theater,1,85,"Will Ferrell, Thomas Middleditch",USA,English,19금,campaigning congressman north carolina,NA,NA,NA,Comedy
437,Paper TownsÂ,N,KDRAMA_033,2015-11-04,Jake Schreier,68769,Theater,1,109,"Nat Wolff, Cara Delevingne",USA,English,15세,based on novel female neighbor friendship,NA,NA,NA,"Drama, Mystery, Romance"
438,Act of ValorÂ,N,DRAMA_WORK_BUSINESS,2012-02-08,Mike McCoy,108437,Theater,1,110,"Alex Veadov, Jason Cottle",USA,English,19금,mission navy seal terrorist,NA,NA,NA,"Action, Adventure, Drama"
439,Please GiveÂ,N,KVARIETY_059,2010-07-10,Nicole Holofcener,55828,Theater,1,90,"Oliver Platt, Thomas Ian Nicholas",USA,English,19금,apartment first date neighbor,NA,NA,NA,"Comedy, Drama"
440,FuryÂ,N,DRAMA_CRIME_DETECTIVE,2014-10-21,David Ayer,576948,Theater,1,134,"Brad Pitt, Logan Lerman",USA,English,19금,battle battlefield brutality,NA,NA,NA,"Action, Drama, War"
441,JoeÂ,N,KVARIETY_088,2013-07-14,David Gordon Green,90850,Theater,1,117,"Nicolas Cage, Tye Sheridan",USA,English,19금,alcoholic cigarette smoking father son relationship,NA,NA,NA,Drama
442,Teenage Mutant Ninja Turtles: Out of the ShadowsÂ,N,DRAMA_ROM_TRIANGLE,2016-01-18,Dave Green,57158,Theater,1,112,"Stephen Amell, Noel Fisher",USA,English,15세,based on comic book brother brother relationship rat,NA,NA,NA,"Action, Adventure, Comedy"
443,Cheap ThrillsÂ,N,KVARIETY_102,2013-09-12,E.L. Katz,17094,Theater,1,88,"Brighton Sharbino, Ethan Embry",USA,English,전체,cocaine extramarital affair sex,NA,NA,NA,"Comedy, Crime, Drama"
444,The Extra ManÂ,N,DRAMA_SF_AI,2010-11-08,Shari Springer Berman,11323,Theater,1,108,"Lynn Cohen, Marian Seldes",USA,English,19금,co worker escort magazine,NA,NA,NA,Comedy
445,Bad MomsÂ,N,KDRAMA_031,2016-05-03,Jon Lucas,88444,Theater,1,100,"Mila Kunis, Jay Hernandez",USA,English,19금,lesbian kiss mom pta,NA,NA,NA,Comedy
446,All Is BrightÂ,N,KDRAMA_059,2013-07-16,Phil Morrison,75165,Theater,1,107,"Sally Hawkins, Curtiss Cook",USA,English,19금,christmas tree french canadian new york,NA,NA,NA,"Comedy, Drama"
447,Growing Up SmithÂ,N,KVARIETY_106,2015-11-09,Frank Lotito,76009,Theater,1,102,"Brighton Sharbino, Jake Busey",USA,English,15세,adolescence girl next door growing vegetables,NA,NA,NA,"Comedy, Drama, Family"
448,TakersÂ,N,DRAMA_ACTION_TECH,2010-06-26,John Luessenhop,69339,Theater,1,107,"Paul Walker, Hayden Christensen",USA,English,15세,armored car bank falling out among thieves,NA,NA,NA,"Action, Crime, Thriller"
449,HeliÂ,N,KVARIETY_015,2013-04-15,Amat Escalante,71111,영화관,1,105,"Kenny Johnston, Andrea Vergara",Mexico,Spanish,전체,corrupt police drug cartel drugs,NA,NA,NA,"Crime, Drama, Romance"
450,Cats & Dogs: The Revenge of Kitty GaloreÂ,N,MOVIE_CRIME_FRAUD,2010-04-12,Brad Peyton,36040,Theater,1,82,"Jack McBrayer, Sean Hayes",USA,English,12세,cartoon on tv cat dog,NA,NA,NA,"Action, Comedy, Family"
451,The GiftÂ,N,DRAMA_FAM_ADOPTION,2015-12-08,Joel Edgerton,134799,Theater,1,108,"Busy Philipps, Allison Tolman",USA,English,19금,compulsive liar fired from a job gift,NA,NA,NA,"Mystery, Thriller"
452,The King of NajayoÂ,N,MOVIE_DOC_WAR,2012-08-02,Fernando Baez Mella,11447,영화관,1,101,"Manny Perez, Christian Alvarez",Dominican Republic,Spanish,19금,A film titled The King of NajayoÂ.,NA,NA,NA,"Crime, Drama"
453,Out of InfernoÂ,N,KDRAMA_021,2013-03-11,Danny Pang,39862,영화관,1,107,"Louis Koo, Angelica Lee",China,Chinese,15세,A film titled Out of InfernoÂ.,NA,NA,NA,Action
454,Closer to the MoonÂ,N,KVARIETY_198,2014-03-22,Nae Caranfil,85426,영화관,1,112,"Monica Barladeanu, Joe Armstrong",Romania,English,전체,A film titled Closer to the MoonÂ.,NA,NA,NA,"Comedy, Drama"
455,HeistÂ,N,DRAMA_SOC_CLASS,2015-06-12,Scott Mann,50011,Theater,1,93,"Robert De Niro, Joshua Mikel",USA,English,19금,bus die hard scenario,NA,NA,NA,"Action, Crime, Thriller"
456,Men in Black 3Â,N,MOVIE_THR_MEDICAL,2012-06-23,Barry Sonnenfeld,453568,Theater,1,106,"Will Smith, Michael Stuhlbarg",USA,English,15세,alien criminal m.i.b.,NA,NA,NA,"Action, Adventure, Comedy"
457,The SmurfsÂ,N,DRAMA_HORROR_ZOMBIE,2011-08-03,Raja Gosnell,96141,Theater,1,103,"Mahadeo Shivraj, Tim Gunn",USA,English,12세,blue new york new york city,NA,NA,NA,"Adventure, Animation, Comedy"
458,Labor DayÂ,N,MOVIE_CRIME_HEIST,2013-05-10,Jason Reitman,81614,Theater,1,111,"J.K. Simmons, Kate Winslet",USA,English,15세,baseball baseball practice escaped convict,NA,NA,NA,Drama
459,The BoxtrollsÂ,N,KVARIETY_011,2014-12-12,Graham Annable,56144,Theater,1,96,"Isaac Hempstead Wright, Dee Bradley Baker",USA,English,12세,chase puppet animation red hat,NA,NA,NA,"Adventure, Animation, Comedy"
