id,content_name,is_ott,∫–∑˘ƒ⁄µÂ,∞≥∫¿¿œ,∞®µ∂_π◊_PD,Ω√√ª¿⁄ºˆ,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
382,Space Dogs,N,DRAMA_FAM_MARRIAGE,2010-05-03,Inna Evlannikova,499923,øµ»≠∞¸,1,85,"Sergey Garmash, Evgeniy Mironov",Russia,Russian,¿¸√º,dog flea meteor,NA,NA,NA,"Adventure, Animation, Comedy"
383,Always Woodstock,N,KVARIETY_085,2014-12-26,Rita Merson,202927,Theater,1,97,"Ryan Guzman, James Wolk",USA,English,¿¸√º,claim in title contraction in title new york,NA,NA,NA,"Comedy, Music, Romance"
384,Argo,N,MOVIE_COM_SATIRE,2012-05-27,Ben Affleck,687455,Theater,1,130,"Clea DuVall, Scoot McNairy",USA,English,19±›,1970s cia f word,NA,NA,NA,"Biography, Drama, History"
385,Freakonomics,N,DRAMA_FAM_MARRIAGE,2010-12-22,Heidi Ewing,155558,Theater,1,93,"Greg Crowe, James Ransone",USA,English,15ºº,cheating economics experiment,NA,NA,NA,Documentary
386,The Calling,N,KVARIETY_066,2014-12-27,Jason Stone,509828,Theater,1,108,"Topher Grace, Ellen Burstyn",USA,English,19±›,bouquet house fire praying,NA,NA,NA,Thriller
387,Zoolander 2,N,MOVIE_ANIME_SUPERNATURAL,2016-02-12,Ben Stiller,280363,Theater,1,102,"Milla Jovovich, Will Ferrell",USA,English,15ºº,chosen one fashion fashion model,NA,NA,NA,Comedy
388,There Be Dragons,N,MOVIE_MUSIC_SOUNDTRACK,2011-07-12,Roland Joff??,110371,øµ»≠∞¸,1,102,"Jordi Moll??, Dougray Scott",Spain,English,15ºº,dying forgiveness saint,NA,NA,NA,"Biography, Drama, War"
389,Loose Cannons,N,KVARIETY_085,2010-09-09,Ferzan Ozpetek,93393,øµ»≠∞¸,1,110,"Riccardo Scamarcio, Alessandro Preziosi",Italy,Italian,¿¸√º,gay gay friend grandmother grandson relationship,NA,NA,NA,"Comedy, Drama, Romance"
390,Source Code,N,DRAMA_SCHOOL_SPECIAL,2011-09-22,Duncan Jones,566904,Theater,1,93,"Jake Gyllenhaal, Cas Anvar",USA,English,15ºº,bomber time time loop,NA,NA,NA,"Mystery, Sci-Fi, Thriller"
391,Shark Night 3D,N,DRAMA_GEN,2011-07-04,David R. Ellis,270815,Theater,1,90,"Chris Zylka, Joel David Moore",USA,English,15ºº,lake louisiana redneck,NA,NA,NA,"Horror, Thriller"
392,Viy,N,KVARIETY_063,2014-07-17,Oleg Stepchenko,238958,øµ»≠∞¸,1,107,"Jason Flemyng, Igor Jijikine",Russia,Russian,¿¸√º,cartographer creature foreign language adaptation,NA,NA,NA,"Adventure, Fantasy, Mystery"
393,The Descendants,N,KVARIETY_167,2011-04-13,Alexander Payne,305432,Theater,1,115,"Shailene Woodley, Nick Krause",USA,English,19±›,boating accident daughters father daughter relationship,NA,NA,NA,"Comedy, Drama"
394,Killer Elite,N,MOVIE_FANTASY_GRIMREAPER,2011-08-24,Gary McKendry,204090,øµ»≠∞¸,1,116,"Jason Statham, Robert De Niro",UK,English,19±›,australia death mentor,NA,NA,NA,"Action, Crime, Thriller"
395,Griff the Invisible,N,DRAMA_FANTASY_DRAGON,2010-12-17,Leon Ford,375933,øµ»≠∞¸,1,90,"Maeve Dermody, Patrick Brammall",Australia,English,15ºº,alter ego awkwardness office,NA,NA,NA,"Comedy, Drama, Romance"
396,Florence Foster Jenkins,N,KDRAMA_028,2016-07-12,Stephen Frears,43826,øµ»≠∞¸,1,110,"Meryl Streep, Nina Arianda",UK,English,15ºº,heiress opera singer platonic marriage,NA,NA,NA,"Biography, Comedy, Drama"
397,Sabotage,N,DRAMA_WORK_HOSPITALITY,2014-06-28,David Ayer,102058,Theater,1,109,"Mireille Enos, Martin Donovan",USA,English,19±›,dea drug cartel kicked in the crotch,NA,NA,NA,"Action, Crime, Drama"
398,Big Eyes,N,KVARIETY_008,2014-08-13,Tim Burton,103062,Theater,1,106,"Christoph Waltz, Danny Huston",USA,English,15ºº,1950s abusive husband artist,NA,NA,NA,"Biography, Crime, Drama"
399,Windsor Drive,N,KDRAMA_002,2015-04-05,Natalie Bible',200312,Theater,1,90,"Tommy O'Reilly, Samaire Armstrong",USA,English,¿¸√º,A film titled Windsor Drive.,NA,NA,NA,"Mystery, Thriller"
400,Some Guy Who Kills People,N,KVARIETY_001,2011-04-01,Jack Perez,391537,Theater,1,97,"Kevin Corrigan, Barry Bostwick",USA,English,19±›,A film titled Some Guy Who Kills People.,NA,NA,NA,"Comedy, Crime, Drama"
401,Goosebumps,N,KDRAMA_007,2015-03-28,Rob Letterman,528792,Theater,1,103,"Odeya Rush, Dylan Minnette",USA,English,12ºº,based on book blob ferris wheel,NA,NA,NA,"Adventure, Comedy, Family"
402,The Watch,N,MOVIE_ROM_YOUTH,2012-11-09,Akiva Schaffer,383046,Theater,1,102,"Will Forte, Nicholas Braun",USA,English,19±›,alien escape manager,NA,NA,NA,"Action, Comedy, Sci-Fi"
403,Mi America,N,KDRAMA_084,2015-03-14,Robert Fontaine,315480,Theater,1,125,"Michael Derek, Arturo Castro",USA,English,19±›,A film titled Mi America.,NA,NA,NA,"Crime, Drama"
404,The Odd Life of Timothy Green,N,DRAMA_FANTASY_MAGIC,2012-11-24,Peter Hedges,320903,Theater,1,105,"Jennifer Garner, Odeya Rush",USA,English,12ºº,dodgeball portrait soccer,NA,NA,NA,"Comedy, Drama, Family"
405,Here Comes the Boom,N,DRAMA_WORK_BUSINESS,2012-03-13,Frank Coraci,122730,Theater,1,105,"Salma Hayek, Reggie Lee",USA,English,12ºº,claim in title high school mixed martial arts,NA,NA,NA,"Action, Comedy, Sport"
406,47 Ronin,N,KVARIETY_188,2013-06-19,Carl Rinsch,217193,Theater,1,128,"Keanu Reeves, Cary-Hiroyuki Tagawa",USA,English,15ºº,box office flop ronin samurai,NA,NA,NA,"Action, Adventure, Drama"
407,One Direction: This Is Us,N,MOVIE_FAM_STEPFAMILY,2013-01-06,Morgan Spurlock,481110,Theater,1,106,"Harry Styles, Zayn Malik",USA,English,12ºº,3 dimensional concert footage englishman abroad,NA,NA,NA,"Documentary, Music"
408,Unnatural,N,DRAMA_WORK_FINANCE,2015-01-16,Hank Braxtan,354943,Theater,1,89,"Q'orianka Kilcher, Gregory Cruz",USA,English,19±›,alaska climate change global,NA,NA,NA,"Action, Horror, Thriller"
409,Bullet to the Head,N,KVARIETY_016,2012-10-06,Walter Hill,597015,Theater,1,92,"Sylvester Stallone, Jason Momoa",USA,English,19±›,bar bullet corruption,NA,NA,NA,"Action, Thriller"
410,The Gambler,N,MOVIE_SPORTS_TENNIS,2014-12-16,Rupert Wyatt,404489,Theater,1,111,"George Kennedy, Cjon Saulsberry",USA,English,19±›,dog gambler gambling,NA,NA,NA,"Crime, Drama, Thriller"
411,Home,N,KDRAMA_098,2015-12-11,Tim Johnson,446978,Theater,1,94,"Jim Parsons, Matt Jones",USA,English,12ºº,alien friendship alien invasion australia,NA,NA,NA,"Adventure, Animation, Comedy"
412,"McFarland, USA",N,KDRAMA_050,2015-10-11,Niki Caro,87126,Theater,1,129,"Morgan Saylor, Valente Rodriguez",USA,English,12ºº,coach high school place name in title,NA,NA,NA,"Biography, Drama, Sport"
413,Green Room,N,MOVIE_CRIME_HOSTAGE,2015-07-03,Jeremy Saulnier,169767,Theater,1,95,"Alia Shawkat, Mark Webber",USA,English,19±›,murder neo nazi punk band,NA,NA,NA,"Crime, Horror, Music"
414,Happy Feet 2,N,KVARIETY_162,2011-07-11,George Miller,520781,øµ»≠∞¸,1,100,"Robin Williams, Brad Pitt",Australia,English,12ºº,3d antarctica krill,NA,NA,NA,"Animation, Comedy, Family"
415,Butterfly Girl,N,KDRAMA_014,2014-03-20,Cary Bell,468980,Theater,1,78,"Abigail Evans, Stacie Evans",USA,English,¿¸√º,A film titled Butterfly Girl.,NA,NA,NA,Documentary
416,Silent Hill: Revelation 3D,N,DRAMA_MYST_CLOSEDROOM,2012-05-28,Michael J. Bassett,75221,øµ»≠∞¸,1,95,"Radha Mitchell, Deborah Kara Unger",France,English,19±›,18th birthday alternate reality introduction,NA,NA,NA,"Adventure, Drama, Horror"
417,Light from the Darkroom,N,DRAMA_SOC_FEMINISM,2014-10-07,Lance McDaniel,263267,Theater,1,90,"Russell Wong, Steven Michael Quezada",USA,English,15ºº,china faith panama,NA,NA,NA,"Action, Drama, Thriller"
418,Sin City: A Dame to Kill For,N,DRAMA_WORK_TRANSPORT,2014-01-12,Frank Miller,353106,Theater,1,102,"Joseph Gordon-Levitt, Bruce Willis",USA,English,19±›,box office flop female frontal nudity female rear nudity,NA,NA,NA,"Action, Crime, Thriller"
419,Machete Kills,N,KDRAMA_032,2013-05-15,Robert Rodriguez,141285,øµ»≠∞¸,1,107,"Alexa PenaVega, Demi?¢Æn Bichir",Russia,English,19±›,arms dealer battle bomb,NA,NA,NA,"Action, Comedy, Crime"
420,The Ridiculous 6,N,MOVIE_ANIME_ACTION,2015-01-11,Frank Coraci,491873,Theater,1,119,"Taylor Lautner, Adam Sandler",USA,English,15ºº,apache bank robbery baseball,NA,NA,NA,"Comedy, Western"
421,Wild Card,N,KVARIETY_167,2015-05-15,Simon West,170601,Theater,1,92,"Jason Statham, Michael Angarano",USA,English,19±›,bodyguard criminal gambling,NA,NA,NA,"Action, Crime, Drama"
422,Baggage Claim,N,DRAMA_WORK_EDUCATION,2013-10-14,David E. Talbert,45946,Theater,1,96,"Djimon Hounsou, Christina Milian",USA,English,15ºº,woman wearing only a man's shirt,NA,NA,NA,Comedy
423,My Lucky Star,N,KDRAMA_094,2013-01-17,Dennie Gordon,175984,øµ»≠∞¸,1,114,"Leehom Wang, Ruby Lin",China,Chinese,¿¸√º,A film titled My Lucky Star.,NA,NA,NA,"Action, Adventure, Comedy"
424,Nightcrawler,N,MOVIE_FANTASY_MAGIC,2014-03-20,Dan Gilroy,529502,Theater,1,117,"Jake Gyllenhaal, Michael Papajohn",USA,English,19±›,employer employee relationship ethics journalism,NA,NA,NA,"Crime, Drama, Thriller"
425,The Big Year,N,DRAMA_ACTION_FANTASY,2011-02-27,David Frankel,88422,Theater,1,100,"Joel McHale, Kevin Pollak",USA,English,12ºº,alaska birding competition,NA,NA,NA,Comedy
426,Edge of Darkness,N,KDRAMA_016,2010-05-21,Martin Campbell,180222,øµ»≠∞¸,1,117,"Bojana Novakovic, Ray Winstone",UK,English,19±›,activist detective father daughter relationship,NA,NA,NA,"Crime, Drama, Mystery"
427,3,N,MOVIE_SPORTS_CLIMBING,2010-02-12,Tom Tykwer,537921,øµ»≠∞¸,1,119,"Devid Striesow, Sebastian Schipper",Germany,German,¿¸√º,female nudity full frontal female nudity male frontal nudity,NA,NA,NA,"Comedy, Drama, Romance"
428,Another Earth,N,KDRAMA_048,2011-09-17,Mike Cahill,290547,Theater,1,92,"Robin Lord Taylor, William Mapother",USA,English,15ºº,duplicate earth janitor planet,NA,NA,NA,"Drama, Romance, Sci-Fi"
429,The Bourne Legacy,N,KDRAMA_055,2012-06-22,Tony Gilroy,359869,Theater,1,135,"Jeremy Renner, Scott Glenn",USA,English,15ºº,assassin cia drone,NA,NA,NA,"Action, Adventure, Thriller"
430,"Crazy, Stupid, Love.",N,KVARIETY_190,2011-11-06,Glenn Ficarra,405445,Theater,1,118,"Ryan Gosling, Emma Stone",USA,English,15ºº,bar divorce friend,NA,NA,NA,"Comedy, Drama, Romance"
431,Xi you ji zhi: Sun Wukong san da Baigu Jing,N,KVARIETY_052,2016-02-21,Pou-Soi Cheang,461502,øµ»≠∞¸,1,119,"Li Gong, Aaron Kwok",China,English,¿¸√º,buddhism demon journey to the west,NA,NA,NA,"Action, Adventure, Fantasy"
432,Hesher,N,KVARIETY_165,2010-08-22,Spencer Susser,375993,Theater,1,106,"Joseph Gordon-Levitt, Natalie Portman",USA,English,19±›,bully car car accident,NA,NA,NA,Drama
433,The Perfect Match,N,DRAMA_HORROR_GHOST,2016-09-04,Bille Woodruff,356095,Theater,1,96,"Donald Faison, Brandy Norwood",USA,English,19±›,A film titled The Perfect Match.,NA,NA,NA,"Comedy, Romance"
434,Jungle Shuffle,N,KDRAMA_022,2014-05-15,Taedong Park,336759,øµ»≠∞¸,1,85,"Drake Bell, Tom Arnold",South Korea,English,¿¸√º,A film titled Jungle Shuffle.,NA,NA,NA,"Adventure, Animation"
435,Prisoners,N,KVARIETY_154,2013-02-18,Denis Villeneuve,679845,Theater,1,153,"Hugh Jackman, Jake Gyllenhaal",USA,English,19±›,child abduction detective investigation,NA,NA,NA,"Crime, Drama, Mystery"
436,The Campaign,N,KVARIETY_164,2012-12-05,Jay Roach,470597,Theater,1,85,"Will Ferrell, Thomas Middleditch",USA,English,19±›,campaigning congressman north carolina,NA,NA,NA,Comedy
437,Paper Towns,N,DRAMA_HORROR_GHOST,2015-09-20,Jake Schreier,90206,Theater,1,109,"Nat Wolff, Cara Delevingne",USA,English,15ºº,based on novel female neighbor friendship,NA,NA,NA,"Drama, Mystery, Romance"
438,Act of Valor,N,KVARIETY_008,2012-11-11,Mike McCoy,595201,Theater,1,110,"Alex Veadov, Jason Cottle",USA,English,19±›,mission navy seal terrorist,NA,NA,NA,"Action, Adventure, Drama"
439,Please Give,N,KVARIETY_019,2010-02-08,Nicole Holofcener,378370,Theater,1,90,"Oliver Platt, Thomas Ian Nicholas",USA,English,19±›,apartment first date neighbor,NA,NA,NA,"Comedy, Drama"
440,Fury,N,KVARIETY_159,2014-07-27,David Ayer,416801,Theater,1,134,"Brad Pitt, Logan Lerman",USA,English,19±›,battle battlefield brutality,NA,NA,NA,"Action, Drama, War"
441,Joe,N,MOVIE_SPORTS_CLIMBING,2013-10-18,David Gordon Green,470074,Theater,1,117,"Nicolas Cage, Tye Sheridan",USA,English,19±›,alcoholic cigarette smoking father son relationship,NA,NA,NA,Drama
442,Teenage Mutant Ninja Turtles: Out of the Shadows,N,KDRAMA_003,2016-09-06,Dave Green,113998,Theater,1,112,"Stephen Amell, Noel Fisher",USA,English,15ºº,based on comic book brother brother relationship rat,NA,NA,NA,"Action, Adventure, Comedy"
443,Cheap Thrills,N,KVARIETY_114,2013-04-26,E.L. Katz,568598,Theater,1,88,"Brighton Sharbino, Ethan Embry",USA,English,¿¸√º,cocaine extramarital affair sex,NA,NA,NA,"Comedy, Crime, Drama"
444,The Extra Man,N,KVARIETY_148,2010-02-20,Shari Springer Berman,519632,Theater,1,108,"Lynn Cohen, Marian Seldes",USA,English,19±›,co worker escort magazine,NA,NA,NA,Comedy
445,Bad Moms,N,MOVIE_ANIME_HISTORICAL,2016-09-18,Jon Lucas,370414,Theater,1,100,"Mila Kunis, Jay Hernandez",USA,English,19±›,lesbian kiss mom pta,NA,NA,NA,Comedy
446,All Is Bright,N,MOVIE_MUSIC_POP,2013-09-22,Phil Morrison,139528,Theater,1,107,"Sally Hawkins, Curtiss Cook",USA,English,19±›,christmas tree french canadian new york,NA,NA,NA,"Comedy, Drama"
447,Growing Up Smith,N,KVARIETY_188,2015-07-08,Frank Lotito,390749,Theater,1,102,"Brighton Sharbino, Jake Busey",USA,English,15ºº,adolescence girl next door growing vegetables,NA,NA,NA,"Comedy, Drama, Family"
448,Takers,N,KVARIETY_184,2010-03-09,John Luessenhop,379479,Theater,1,107,"Paul Walker, Hayden Christensen",USA,English,15ºº,armored car bank falling out among thieves,NA,NA,NA,"Action, Crime, Thriller"
449,Heli,N,MOVIE_SPORTS_SWIMMING,2013-01-05,Amat Escalante,468738,øµ»≠∞¸,1,105,"Kenny Johnston, Andrea Vergara",Mexico,Spanish,¿¸√º,corrupt police drug cartel drugs,NA,NA,NA,"Crime, Drama, Romance"
450,Cats & Dogs: The Revenge of Kitty Galore,N,DRAMA_ACTION_FANTASY,2010-09-07,Brad Peyton,510161,Theater,1,82,"Jack McBrayer, Sean Hayes",USA,English,12ºº,cartoon on tv cat dog,NA,NA,NA,"Action, Comedy, Family"
451,The Gift,N,MOVIE_SPORTS_BASKETBALL,2015-01-08,Joel Edgerton,178342,Theater,1,108,"Busy Philipps, Allison Tolman",USA,English,19±›,compulsive liar fired from a job gift,NA,NA,NA,"Mystery, Thriller"
452,The King of Najayo,N,DRAMA_SF_SUPERHUMAN,2012-04-14,Fernando Baez Mella,32029,øµ»≠∞¸,1,101,"Manny Perez, Christian Alvarez",Dominican Republic,Spanish,19±›,A film titled The King of Najayo.,NA,NA,NA,"Crime, Drama"
453,Out of Inferno,N,KVARIETY_055,2013-01-02,Danny Pang,512107,øµ»≠∞¸,1,107,"Louis Koo, Angelica Lee",China,Chinese,15ºº,A film titled Out of Inferno.,NA,NA,NA,Action
454,Closer to the Moon,N,DRAMA_HORROR_BODYHORROR,2014-09-24,Nae Caranfil,257329,øµ»≠∞¸,1,112,"Monica Barladeanu, Joe Armstrong",Romania,English,¿¸√º,A film titled Closer to the Moon.,NA,NA,NA,"Comedy, Drama"
455,Heist,N,KDRAMA_034,2015-05-26,Scott Mann,197691,Theater,1,93,"Robert De Niro, Joshua Mikel",USA,English,19±›,bus die hard scenario,NA,NA,NA,"Action, Crime, Thriller"
456,Men in Black 3,N,DRAMA_ACTION_ASSASSIN,2012-12-02,Barry Sonnenfeld,286344,Theater,1,106,"Will Smith, Michael Stuhlbarg",USA,English,15ºº,alien criminal m.i.b.,NA,NA,NA,"Action, Adventure, Comedy"
457,The Smurfs,N,KVARIETY_177,2011-10-07,Raja Gosnell,228749,Theater,1,103,"Mahadeo Shivraj, Tim Gunn",USA,English,12ºº,blue new york new york city,NA,NA,NA,"Adventure, Animation, Comedy"
458,Labor Day,N,KDRAMA_017,2013-02-04,Jason Reitman,307219,Theater,1,111,"J.K. Simmons, Kate Winslet",USA,English,15ºº,baseball baseball practice escaped convict,NA,NA,NA,Drama
459,The Boxtrolls,N,DRAMA_WORK_ENGINEERING,2014-01-10,Graham Annable,333810,Theater,1,96,"Isaac Hempstead Wright, Dee Bradley Baker",USA,English,12ºº,chase puppet animation red hat,NA,NA,NA,"Adventure, Animation, Comedy"
460,Resident Evil: Afterlife,N,KVARIETY_149,2010-06-20,Paul W.S. Anderson,303630,øµ»≠∞¸,1,97,"Milla Jovovich, Boris Kodjoe",Germany,English,19±›,alaska female gunfighter mutation,NA,NA,NA,"Action, Adventure, Horror"
461,The Ides of March,N,KVARIETY_190,2011-08-10,George Clooney,283852,Theater,1,101,"Ryan Gosling, Philip Seymour Hoffman",USA,English,19±›,governor intern manager,NA,NA,NA,Drama
462,Mortdecai,N,KVARIETY_004,2015-06-17,David Koepp,385469,øµ»≠∞¸,1,107,"Johnny Depp, Olivia Munn",UK,English,19±›,art dealer fake painting macguffin,NA,NA,NA,"Action, Comedy, Mystery"
463,Rudderless,N,DRAMA_ROM_GEN,2014-10-15,William H. Macy,105891,Theater,1,105,"Billy Crudup, Felicity Huffman",USA,English,19±›,demo tape directed by cast member grieving father,NA,NA,NA,"Comedy, Drama, Music"
464,Cirque du Soleil: Worlds Away,N,DRAMA_THR_TECH,2012-08-19,Andrew Adamson,450575,Theater,1,91,"Dallas Barnett, Erica Linz",USA,English,12ºº,aerialist circus cirque du soleil,NA,NA,NA,Fantasy
465,Race,N,DRAMA_SCHOOL_SUPERNATURAL,2016-12-24,Stephen Hopkins,333175,øµ»≠∞¸,1,134,"William Hurt, Tony Curran",Canada,English,15ºº,1930s athlete nazi germany,NA,NA,NA,"Biography, Drama, Sport"
466,Brick Mansions,N,KVARIETY_046,2014-05-28,Camille Delamarre,167884,øµ»≠∞¸,1,100,"Paul Walker, Robert Maillet",France,English,15ºº,bare chested male bondage crime lord die hard scenario,NA,NA,NA,"Action, Crime, Drama"
467,90 Minutes in Heaven,N,KVARIETY_165,2015-04-03,Michael Polish,151400,Theater,1,121,"Hayden Christensen, Bobby Batson",USA,English,15ºº,heaven hospital praying,NA,NA,NA,Drama
468,Prometheus,N,DRAMA_MEDICAL_LAW,2012-08-24,Ridley Scott,708291,Theater,1,124,"Michael Fassbender, Charlize Theron",USA,English,19±›,cave painting medical scanner planet,NA,NA,NA,"Adventure, Mystery, Sci-Fi"
469,Blood Ties,N,KDRAMA_005,2013-06-22,Guillaume Canet,174151,øµ»≠∞¸,1,144,"Mila Kunis, Lili Taylor",France,English,19±›,1970s flashback love,NA,NA,NA,"Crime, Drama, Thriller"
470,I Am Number Four,N,KVARIETY_178,2011-12-09,D.J. Caruso,547968,Theater,1,109,"Alex Pettyfer, Emily Wickersham",USA,English,15ºº,based on young adult novel good versus evil guardian,NA,NA,NA,"Action, Adventure, Sci-Fi"
471,Central Intelligence,N,KVARIETY_066,2016-11-26,Rawson Marshall Thurber,187826,Theater,1,107,"Dwayne Johnson, Thomas Kretschmann",USA,English,15ºº,accountant blooper espionage,NA,NA,NA,"Action, Comedy, Crime"
472,A Dangerous Method,N,KVARIETY_079,2011-09-15,David Cronenberg,242534,øµ»≠∞¸,1,99,"Michael Fassbender, Viggo Mortensen",UK,English,19±›,carl jung patient psychoanalysis,NA,NA,NA,"Biography, Drama, Thriller"
473,Dying of the Light,N,KVARIETY_163,2014-01-22,Paul Schrader,285913,øµ»≠∞¸,1,94,"Nicolas Cage, Ir?°ßne Jacob",Bahamas,English,19±›,cia individualism mental illness,NA,NA,NA,"Drama, Thriller"
474,New Year's Eve,N,KDRAMA_058,2011-03-14,Garry Marshall,304109,Theater,1,113,"Robert De Niro, Common",USA,English,15ºº,expecting kiss new year,NA,NA,NA,"Comedy, Romance"
475,The Wolverine,N,KVARIETY_142,2013-03-28,James Mangold,358900,Theater,1,138,"Hugh Jackman, Tao Okamoto",USA,English,15ºº,healing power marvel comics mecha,NA,NA,NA,"Action, Adventure, Sci-Fi"
476,Don't Be Afraid of the Dark,N,MOVIE_COM_TEEN,2010-01-01,Troy Nixey,393541,Theater,1,99,"Bailee Madison, Alan Dale",USA,English,19±›,basement creature disappearance,NA,NA,NA,"Fantasy, Horror, Thriller"
477,30 Minutes or Less,N,KVARIETY_045,2011-07-24,Ruben Fleischer,378947,øµ»≠∞¸,1,83,"Bianca Kajlich, Dilshad Vadsaria",Germany,English,19±›,bank heist bank robbery heist gone wrong,NA,NA,NA,"Action, Comedy, Crime"
478,Metallica Through the Never,N,KVARIETY_174,2013-04-27,Nimr?©¯d Antal,288247,Theater,1,93,"James Hetfield, Mackenzie Gray",USA,English,19±›,headbanger metallica roadie,NA,NA,NA,Music
479,Dolphin Tale 2,N,MOVIE_CRIME_ORGANIZED,2014-02-06,Charles Martin Smith,568270,Theater,1,107,"Morgan Freeman, Taylor Blackwell",USA,English,12ºº,dolphin latex gloves medical scrubs,NA,NA,NA,"Drama, Family"
480,Swelter,N,MOVIE_DOC_EDUCATIONAL,2014-10-12,Keith Parmer,88793,Theater,1,96,"Rachel Ann Mullins, Josh Henderson",USA,English,19±›,police officer killed police officer shot in the chest police officer shot in the forehead,NA,NA,NA,"Action, Crime, Drama"
481,A Tale of Three Cities,N,KVARIETY_079,2015-12-05,Mabel Cheung,503471,øµ»≠∞¸,1,130,"Wei Tang, Ching Wan Lau",China,Chinese,¿¸√º,A film titled A Tale of Three Cities.,NA,NA,NA,Drama
482,Selma,N,MOVIE_SF_PARALLEL,2014-11-14,Ava DuVernay,489728,øµ»≠∞¸,1,128,"David Oyelowo, Tom Wilkinson",UK,English,15ºº,civil rights courage protest,NA,NA,NA,"Biography, Drama, History"
483,Monte Carlo,N,DRAMA_FAM_MULTIGENER,2011-10-19,Thomas Bezucha,56901,øµ»≠∞¸,1,109,"Leighton Meester, Luke Bracey",Hungary,English,12ºº,cell phone hotel misunderstanding,NA,NA,NA,"Adventure, Comedy, Family"
484,Epic,N,KDRAMA_034,2013-10-11,Chris Wedge,252056,Theater,1,102,"Josh Hutcherson, Emma Kenney",USA,English,12ºº,father daughter relationship forest miniature person,NA,NA,NA,"Adventure, Animation, Family"
485,The Hit List,N,KVARIETY_017,2011-08-28,William Kaufman,459753,Theater,1,90,"Drew Waters, Sean Cook",USA,English,19±›,die hard scenario engineer held at gunpoint,NA,NA,NA,"Action, Thriller"
